Fecha,Cliente,Producto,Categoría,PrecioUnitario,Cantidad
2024-05-22,Sofía,SSD 512GB,Almacenamiento,81.78,3
2024-06-11,Lucía,SSD 1TB,Almacenamiento,128.82,3
2024-05-13,Hernán,"Notebook 15""",Computadoras,1062.06,1
2024-05-25,Carlos,"Notebook 14""",Computadoras,921.55,2
2024-02-13,Jorge,"Notebook 14""",Computadoras,891.55,1
2024-01-19,Pedro,"Notebook 15""",Computadoras,1151.59,1
2024-06-11,Rocío,Mouse,Periféricos,29.49,4
2024-05-24,Hernán,Pad Mouse,Periféricos,12.66,3
2024-03-08,Diego,Webcam,Periféricos,67.62,2
2024-05-23,Sofía,SSD 512GB,Almacenamiento,79.38,1
2024-01-31,Diego,Parlante BT,Audio,60.59,1
2024-05-15,Ana,Mouse,Periféricos,30.85,2
2024-01-08,Luis,"Notebook 14""",Computadoras,900.74,1
2024-04-17,Jorge,Hub USB-C,Accesorios,35.75,2
2024-05-25,Rocío,Auriculares,Audio,44.62,1
2024-04-26,Daniela,"Notebook 15""",Computadoras,1181.32,2
2024-04-03,Valentina,Cargador USB-C,Accesorios,26.66,3
2024-01-04,Lucía,Disco 2TB,Almacenamiento,100.03,2
2024-05-01,Valentina,Cable HDMI,Accesorios,14.11,2
2024-01-06,Carlos,Parlante BT,Audio,63.12,1
2024-05-18,Sofía,Cable HDMI,Accesorios,11.89,3
2024-03-21,Paula,Cargador USB-C,Accesorios,25.7,4
2024-04-21,Nicolás,"Monitor 24""",Pantallas,217.06,3
2024-05-16,Agustín,Webcam,Periféricos,81.0,2
2024-03-13,Agustín,SSD 512GB,Almacenamiento,87.14,1
2024-03-23,Camila,Disco 2TB,Almacenamiento,98.03,4
2024-04-21,Pedro,SSD 1TB,Almacenamiento,137.91,3
2024-02-27,Hernán,Teclado,Periféricos,55.42,1
2024-04-08,Agustín,"Monitor 27""",Pantallas,250.56,2
2024-04-08,Nicolás,Teclado,Periféricos,53.18,3
2024-05-05,Marcos,Cable HDMI,Accesorios,11.32,4
2024-03-15,Lucía,Webcam,Periféricos,68.94,5
2024-02-17,Marta,Parlante BT,Audio,64.78,2
2024-05-11,Valentina,Disco 2TB,Almacenamiento,100.41,2
2024-03-12,Rocío,Hub USB-C,Accesorios,36.48,3
2024-05-03,Lucía,Pad Mouse,Periféricos,12.02,2
2024-04-29,Agustín,SSD 512GB,Almacenamiento,78.21,1
2024-01-08,Jorge,Pad Mouse,Periféricos,6.69,2
2024-05-23,Daniela,Cable HDMI,Accesorios,11.19,2
2024-06-28,Daniela,"Notebook 15""",Computadoras,954.65,2
2024-06-22,Daniela,Auriculares,Audio,37.5,2
2024-01-21,Carlos,Disco 2TB,Almacenamiento,106.08,1
2024-05-27,Hernán,Cable HDMI,Accesorios,12.95,2
2024-05-09,Lucía,"Monitor 24""",Pantallas,222.64,1
2024-04-09,Diego,SSD 1TB,Almacenamiento,122.79,2
2024-02-03,Luis,Parlante BT,Audio,69.38,1
2024-01-22,Valentina,Cargador USB-C,Accesorios,24.97,2
2024-03-13,Rocío,Cargador USB-C,Accesorios,26.75,1
2024-03-19,Valentina,Auriculares,Audio,30.48,4
2024-05-27,Marta,Hub USB-C,Accesorios,36.56,1
2024-03-08,Pedro,"Notebook 14""",Computadoras,983.25,1
2024-02-03,Camila,Disco 2TB,Almacenamiento,99.45,2
2024-06-07,Camila,Parlante BT,Audio,61.12,4
2024-06-29,Federico,Parlante BT,Audio,61.94,3
2024-04-05,Diego,"Monitor 24""",Pantallas,219.97,2
2024-06-07,Camila,"Notebook 15""",Computadoras,1146.4,3
2024-02-19,Carlos,Disco 2TB,Almacenamiento,105.43,1
2024-04-01,Hernán,Cable HDMI,Accesorios,12.74,4
2024-01-19,Florencia,"Notebook 14""",Computadoras,855.68,1
2024-02-09,Rocío,Teclado,Periféricos,53.42,2
2024-04-27,Pedro,Teclado,Periféricos,49.72,1
2024-06-13,Federico,SSD 1TB,Almacenamiento,120.29,1
2024-04-16,Agustín,SSD 1TB,Almacenamiento,135.08,1
2024-03-20,Pedro,"Monitor 24""",Pantallas,196.18,3
2024-01-10,Rocío,Disco 2TB,Almacenamiento,78.85,1
2024-06-24,Hernán,Parlante BT,Audio,65.63,2
2024-05-31,Luis,Parlante BT,Audio,62.73,3
2024-01-29,Pedro,SSD 512GB,Almacenamiento,82.57,1
2024-04-12,Daniela,Cable HDMI,Accesorios,13.71,2
2024-03-18,Pedro,Webcam,Periféricos,72.51,1
2024-02-05,Agustín,SSD 512GB,Almacenamiento,82.07,6
2024-06-21,Sofía,Disco 2TB,Almacenamiento,103.68,2
2024-05-02,Rocío,"Notebook 15""",Computadoras,1107.4,1
2024-05-28,Diego,SSD 512GB,Almacenamiento,88.08,1
2024-05-19,Hernán,Cargador USB-C,Accesorios,32.63,2
2024-05-21,Diego,"Notebook 15""",Computadoras,1095.83,3
2024-05-02,Daniela,Auriculares,Audio,18.75,2
2024-01-31,Camila,SSD 512GB,Almacenamiento,83.89,1
2024-02-01,Marta,Hub USB-C,Accesorios,28.65,4
2024-03-10,Diego,"Notebook 15""",Computadoras,1077.81,3
2024-03-12,Ana,Cargador USB-C,Accesorios,31.19,1
2024-06-20,Marcos,"Monitor 27""",Pantallas,259.47,4
2024-05-06,Luis,Cargador USB-C,Accesorios,28.73,2
2024-03-21,Sofía,Disco 2TB,Almacenamiento,111.47,3
2024-06-11,Pedro,"Monitor 27""",Pantallas,259.42,2
2024-04-18,Luis,Teclado,Periféricos,53.9,3
2024-06-19,Jorge,Auriculares,Audio,35.84,1
2024-03-26,Nicolás,SSD 512GB,Almacenamiento,79.46,2
2024-02-11,Paula,Webcam,Periféricos,56.99,2
2024-05-30,Paula,"Monitor 24""",Pantallas,214.96,1
2024-02-08,Paula,Cargador USB-C,Accesorios,34.19,3
2024-01-11,Luis,Webcam,Periféricos,77.36,1
2024-06-19,Hernán,"Monitor 24""",Pantallas,206.34,1
2024-05-13,Florencia,SSD 512GB,Almacenamiento,74.42,4
2024-04-27,Daniela,Disco 2TB,Almacenamiento,89.21,2
2024-04-12,Agustín,Pad Mouse,Periféricos,7.72,3
2024-04-26,Nicolás,SSD 512GB,Almacenamiento,79.01,6
2024-04-25,Florencia,SSD 1TB,Almacenamiento,121.96,3
2024-06-30,Marcos,Cargador USB-C,Accesorios,32.34,3
2024-04-20,Jorge,"Monitor 27""",Pantallas,277.78,2
2024-01-14,Marcos,"Notebook 15""",Computadoras,1073.93,1
2024-01-30,Lucía,"Notebook 15""",Computadoras,1051.1,1
2024-04-02,Valentina,"Monitor 24""",Pantallas,199.98,4
2024-02-16,Daniela,SSD 512GB,Almacenamiento,74.59,2
2024-01-07,Daniela,SSD 1TB,Almacenamiento,148.49,3
2024-05-17,Florencia,"Notebook 14""",Computadoras,907.27,1
2024-02-21,Valentina,Teclado,Periféricos,41.45,2
2024-06-10,Diego,Disco 2TB,Almacenamiento,101.09,2
2024-03-11,Federico,SSD 1TB,Almacenamiento,126.52,4
2024-02-05,Pedro,"Notebook 15""",Computadoras,1059.19,3
2024-06-05,Luis,"Notebook 15""",Computadoras,1103.91,1
2024-02-16,Carlos,SSD 1TB,Almacenamiento,127.3,3
2024-06-24,Nicolás,"Notebook 14""",Computadoras,937.36,3
2024-03-06,Daniela,"Monitor 24""",Pantallas,214.6,2
2024-01-01,Jorge,"Notebook 14""",Computadoras,917.34,3
2024-05-13,Florencia,"Notebook 14""",Computadoras,917.44,4
2024-01-12,Pedro,Teclado,Periféricos,37.34,2
2024-05-16,Rocío,"Monitor 27""",Pantallas,266.01,2
2024-04-26,Lucía,Parlante BT,Audio,52.73,1
2024-01-18,Hernán,"Monitor 27""",Pantallas,274.01,2
2024-06-09,Lucía,Parlante BT,Audio,66.73,2
2024-01-11,Marta,Hub USB-C,Accesorios,36.09,3
2024-06-20,Agustín,Cargador USB-C,Accesorios,31.22,3
2024-03-25,Marta,Webcam,Periféricos,73.48,3
2024-04-28,Ana,Pad Mouse,Periféricos,9.84,2
2024-05-29,Paula,Cargador USB-C,Accesorios,28.39,3
2024-02-08,Daniela,"Monitor 24""",Pantallas,191.81,2
2024-05-02,Valentina,SSD 512GB,Almacenamiento,77.42,1
2024-02-04,Valentina,Parlante BT,Audio,61.55,1
2024-04-20,Carlos,"Monitor 27""",Pantallas,254.27,1
2024-06-23,Florencia,Parlante BT,Audio,69.79,2
2024-02-14,Sofía,Hub USB-C,Accesorios,38.52,2
2024-03-18,Sofía,Parlante BT,Audio,87.92,2
2024-01-15,Federico,Cargador USB-C,Accesorios,29.62,3
2024-01-10,Sofía,"Notebook 15""",Computadoras,1126.22,3
2024-02-19,Luis,Auriculares,Audio,39.39,1
2024-04-21,Valentina,Teclado,Periféricos,49.6,2
2024-01-23,Agustín,"Notebook 15""",Computadoras,1148.89,1
2024-03-03,Nicolás,Cargador USB-C,Accesorios,22.38,3
2024-04-20,Pedro,Cable HDMI,Accesorios,14.38,2
2024-03-07,Marcos,"Monitor 24""",Pantallas,186.6,4
2024-06-21,Marta,SSD 512GB,Almacenamiento,77.82,1
2024-04-20,Sofía,Cable HDMI,Accesorios,11.72,1
2024-02-14,Marcos,Pad Mouse,Periféricos,11.36,1
2024-04-23,Ana,SSD 512GB,Almacenamiento,79.68,4
2024-01-26,Valentina,"Monitor 24""",Pantallas,200.6,1
2024-02-20,Sofía,Disco 2TB,Almacenamiento,100.51,3
2024-01-19,Paula,SSD 512GB,Almacenamiento,88.14,2
2024-05-26,Carlos,Disco 2TB,Almacenamiento,91.23,2
2024-05-05,Marta,Pad Mouse,Periféricos,10.27,1
2024-06-16,Pedro,Cargador USB-C,Accesorios,27.02,2
2024-03-27,Agustín,"Monitor 27""",Pantallas,248.88,4
2024-03-25,Ana,"Notebook 14""",Computadoras,904.15,2
2024-03-05,Federico,"Monitor 27""",Pantallas,237.36,5
2024-05-28,Nicolás,"Notebook 14""",Computadoras,859.87,2
2024-02-14,Agustín,"Notebook 15""",Computadoras,1073.16,2
2024-03-31,Diego,Auriculares,Audio,44.77,1
2024-05-16,Marcos,SSD 1TB,Almacenamiento,125.46,1
2024-02-09,Lucía,Parlante BT,Audio,77.69,3
2024-04-10,Marta,Cable HDMI,Accesorios,10.76,2
2024-03-15,Valentina,Pad Mouse,Periféricos,10.95,2
2024-06-21,Federico,"Notebook 15""",Computadoras,1066.06,1
2024-04-26,Marta,"Notebook 15""",Computadoras,1084.43,2
2024-05-25,Camila,"Monitor 27""",Pantallas,245.18,1
2024-02-04,Lucía,Webcam,Periféricos,79.19,2
2024-06-21,Daniela,Webcam,Periféricos,62.96,2
2024-05-26,Nicolás,SSD 1TB,Almacenamiento,129.87,3
2024-03-13,Paula,Cargador USB-C,Accesorios,24.61,1
2024-04-13,Florencia,"Monitor 24""",Pantallas,203.83,1
2024-02-03,Lucía,Mouse,Periféricos,31.71,2
2024-04-14,Hernán,Cable HDMI,Accesorios,10.17,1
2024-02-08,Hernán,SSD 1TB,Almacenamiento,137.63,3
2024-05-04,Carlos,Teclado,Periféricos,53.75,2
2024-06-16,Luis,"Monitor 24""",Pantallas,214.25,2
2024-04-08,Diego,Webcam,Periféricos,74.03,3
2024-03-19,Sofía,SSD 512GB,Almacenamiento,88.39,4
2024-01-08,Hernán,Cable HDMI,Accesorios,13.53,2
2024-01-09,Marta,"Monitor 24""",Pantallas,194.76,3
2024-05-09,Diego,Cargador USB-C,Accesorios,24.37,5
2024-06-05,Carlos,Cable HDMI,Accesorios,13.34,4
2024-05-09,Luis,Cable HDMI,Accesorios,11.07,3
2024-04-28,Pedro,Hub USB-C,Accesorios,28.41,3
2024-02-28,Nicolás,Parlante BT,Audio,65.39,1
2024-05-05,Florencia,Cable HDMI,Accesorios,12.8,3
2024-02-04,Valentina,Auriculares,Audio,35.77,2
2024-04-11,Federico,"Notebook 14""",Computadoras,892.39,3
2024-06-27,Ana,"Monitor 24""",Pantallas,200.76,1
2024-03-20,Diego,Mouse,Periféricos,25.86,2
2024-06-03,Luis,Hub USB-C,Accesorios,35.71,2
2024-01-06,Camila,Mouse,Periféricos,26.1,2
2024-03-21,Florencia,Parlante BT,Audio,66.18,2
2024-05-06,Carlos,Cargador USB-C,Accesorios,27.04,3
2024-03-30,Luis,"Notebook 15""",Computadoras,1063.6,1
2024-02-23,Paula,Pad Mouse,Periféricos,12.01,3
2024-02-28,Pedro,Hub USB-C,Accesorios,37.58,4
2024-02-04,Camila,Disco 2TB,Almacenamiento,99.35,1
2024-01-27,Nicolás,Disco 2TB,Almacenamiento,100.73,2
2024-06-20,Federico,Mouse,Periféricos,26.68,3
2024-06-13,Florencia,Webcam,Periféricos,66.79,3
2024-05-12,Camila,Teclado,Periféricos,49.25,4
2024-05-03,Sofía,Disco 2TB,Almacenamiento,106.68,2
2024-02-19,Hernán,Webcam,Periféricos,62.8,1
2024-01-27,Lucía,Auriculares,Audio,31.98,3
2024-05-10,Ana,"Notebook 15""",Computadoras,1147.94,1
2024-04-05,Nicolás,Hub USB-C,Accesorios,36.14,4
2024-02-03,Florencia,Disco 2TB,Almacenamiento,85.64,2
2024-06-07,Lucía,"Monitor 27""",Pantallas,238.07,1
2024-06-01,Nicolás,SSD 1TB,Almacenamiento,128.49,3
2024-03-25,Pedro,"Notebook 14""",Computadoras,895.75,4
2024-05-07,Jorge,Teclado,Periféricos,44.0,1
2024-05-09,Luis,Hub USB-C,Accesorios,27.28,4
2024-03-09,Rocío,Auriculares,Audio,47.42,3
2024-04-16,Lucía,"Monitor 24""",Pantallas,174.07,4
2024-06-14,Carlos,Teclado,Periféricos,52.97,2
2024-01-01,Rocío,Parlante BT,Audio,68.07,1
2024-01-04,Nicolás,Parlante BT,Audio,64.3,3
2024-03-10,Lucía,Parlante BT,Audio,64.58,1
2024-02-03,Federico,Cable HDMI,Accesorios,11.86,3
2024-02-08,Lucía,"Monitor 24""",Pantallas,193.95,5
2024-04-07,Luis,Webcam,Periféricos,71.85,4
2024-03-08,Hernán,"Notebook 15""",Computadoras,1098.89,3
2024-05-28,Lucía,SSD 512GB,Almacenamiento,87.59,3
2024-05-07,Diego,SSD 512GB,Almacenamiento,80.73,2
2024-03-12,Lucía,"Notebook 15""",Computadoras,1046.81,1
2024-06-23,Pedro,"Monitor 27""",Pantallas,246.84,1
2024-03-03,Paula,"Notebook 15""",Computadoras,1055.06,5
2024-06-06,Marcos,Parlante BT,Audio,48.31,1
2024-05-01,Florencia,Pad Mouse,Periféricos,8.26,1
2024-04-19,Paula,Cargador USB-C,Accesorios,24.87,3
2024-02-26,Luis,SSD 1TB,Almacenamiento,134.04,2
2024-06-27,Federico,SSD 512GB,Almacenamiento,76.88,3
2024-05-02,Paula,Hub USB-C,Accesorios,40.23,5
2024-03-11,Pedro,"Notebook 15""",Computadoras,1103.43,5
2024-04-05,Federico,Pad Mouse,Periféricos,8.51,2
2024-03-10,Florencia,Cargador USB-C,Accesorios,29.37,2
2024-05-08,Lucía,"Monitor 27""",Pantallas,262.72,1
2024-05-25,Valentina,Webcam,Periféricos,62.03,1
2024-04-06,Nicolás,Parlante BT,Audio,61.81,1
2024-03-09,Florencia,Hub USB-C,Accesorios,34.59,1
2024-02-24,Paula,Webcam,Periféricos,70.21,3
2024-02-04,Federico,"Monitor 27""",Pantallas,281.54,2
2024-02-03,Marcos,"Monitor 24""",Pantallas,220.71,6
2024-06-28,Agustín,Mouse,Periféricos,16.73,2
2024-03-11,Nicolás,SSD 1TB,Almacenamiento,134.48,2
2024-04-06,Carlos,"Monitor 24""",Pantallas,212.33,1
2024-06-18,Luis,"Notebook 14""",Computadoras,928.86,3
2024-01-28,Federico,Parlante BT,Audio,65.89,1
2024-05-09,Carlos,"Monitor 24""",Pantallas,204.44,2
2024-01-22,Diego,"Monitor 24""",Pantallas,168.73,1
2024-03-14,Daniela,"Monitor 24""",Pantallas,188.81,1
2024-02-10,Agustín,"Notebook 15""",Computadoras,1167.72,1
2024-06-16,Ana,"Monitor 24""",Pantallas,202.86,1
2024-02-26,Jorge,Teclado,Periféricos,42.84,1
2024-04-30,Daniela,"Monitor 27""",Pantallas,272.01,2
2024-02-19,Rocío,"Monitor 24""",Pantallas,192.17,2
2024-03-25,Federico,"Monitor 27""",Pantallas,276.72,3
2024-04-10,Florencia,SSD 512GB,Almacenamiento,80.81,2
2024-01-14,Valentina,Disco 2TB,Almacenamiento,92.61,5
2024-03-19,Nicolás,SSD 1TB,Almacenamiento,139.93,2
2024-01-19,Valentina,"Notebook 14""",Computadoras,898.93,2
2024-06-25,Camila,Cargador USB-C,Accesorios,25.67,2
2024-02-11,Nicolás,Teclado,Periféricos,40.95,2
2024-05-10,Daniela,SSD 512GB,Almacenamiento,83.22,3
2024-02-21,Jorge,SSD 1TB,Almacenamiento,133.81,2
2024-05-31,Agustín,Hub USB-C,Accesorios,39.38,3
2024-01-10,Luis,"Monitor 27""",Pantallas,257.35,2
2024-05-13,Pedro,Auriculares,Audio,35.89,2
2024-03-18,Marcos,Hub USB-C,Accesorios,30.28,2
2024-02-14,Valentina,Webcam,Periféricos,71.46,2
2024-03-08,Jorge,SSD 512GB,Almacenamiento,74.11,4
2024-04-07,Lucía,Disco 2TB,Almacenamiento,74.12,3
2024-06-16,Diego,"Monitor 27""",Pantallas,272.54,3
2024-02-15,Daniela,SSD 512GB,Almacenamiento,72.08,5
2024-06-10,Marcos,Cargador USB-C,Accesorios,28.07,2
2024-01-18,Daniela,Cable HDMI,Accesorios,12.98,2
2024-04-26,Sofía,SSD 1TB,Almacenamiento,125.03,3
2024-04-16,Sofía,Webcam,Periféricos,54.06,1
2024-05-14,Florencia,Cargador USB-C,Accesorios,27.12,2
2024-01-23,Sofía,Parlante BT,Audio,67.99,2
2024-05-10,Hernán,Parlante BT,Audio,60.16,1
2024-05-28,Carlos,Parlante BT,Audio,59.91,5
2024-01-14,Ana,Hub USB-C,Accesorios,31.84,1
2024-02-03,Pedro,"Monitor 27""",Pantallas,270.09,1
2024-05-01,Carlos,Webcam,Periféricos,70.86,3
2024-06-18,Ana,"Monitor 24""",Pantallas,197.65,1
2024-04-15,Hernán,Cable HDMI,Accesorios,12.75,2
2024-01-12,Camila,Parlante BT,Audio,67.51,3
2024-02-20,Rocío,Cargador USB-C,Accesorios,26.8,1
2024-01-02,Daniela,Auriculares,Audio,39.92,2
2024-02-22,Ana,Hub USB-C,Accesorios,37.72,1
2024-02-05,Ana,Auriculares,Audio,43.97,1
2024-01-14,Hernán,"Notebook 14""",Computadoras,917.16,2
2024-06-15,Florencia,"Notebook 15""",Computadoras,1130.54,3
2024-06-02,Ana,Hub USB-C,Accesorios,28.07,2
2024-05-24,Sofía,Teclado,Periféricos,48.4,2
2024-02-20,Marta,Webcam,Periféricos,85.94,1
2024-02-02,Lucía,"Monitor 24""",Pantallas,205.03,2
2024-02-26,Rocío,"Notebook 14""",Computadoras,947.72,1
2024-03-14,Camila,"Notebook 14""",Computadoras,894.04,3
2024-01-26,Federico,Mouse,Periféricos,29.83,2
2024-03-27,Camila,Disco 2TB,Almacenamiento,98.33,1
2024-03-04,Nicolás,"Monitor 27""",Pantallas,271.17,1
2024-06-23,Lucía,"Notebook 15""",Computadoras,1103.59,2
2024-02-04,Carlos,Parlante BT,Audio,61.78,2
2024-03-12,Carlos,Disco 2TB,Almacenamiento,109.07,1
2024-06-20,Federico,Disco 2TB,Almacenamiento,94.97,4
2024-01-13,Florencia,Cargador USB-C,Accesorios,24.24,2
2024-05-26,Luis,Auriculares,Audio,32.38,1
2024-02-23,Sofía,Mouse,Periféricos,28.36,1
2024-05-19,Daniela,Hub USB-C,Accesorios,37.91,3
2024-01-29,Agustín,Teclado,Periféricos,49.85,1
2024-04-13,Hernán,Parlante BT,Audio,70.84,1
2024-04-17,Lucía,"Monitor 24""",Pantallas,237.53,3
2024-01-02,Diego,Cargador USB-C,Accesorios,26.89,1
2024-03-13,Marcos,Parlante BT,Audio,72.87,3
2024-03-14,Carlos,"Notebook 14""",Computadoras,860.98,2
2024-05-06,Florencia,Parlante BT,Audio,72.8,2
2024-04-08,Sofía,SSD 512GB,Almacenamiento,73.9,3
2024-01-26,Ana,"Monitor 24""",Pantallas,192.32,4
2024-06-16,Diego,Webcam,Periféricos,72.66,2
2024-03-30,Federico,Mouse,Periféricos,26.46,3
2024-01-12,Valentina,Pad Mouse,Periféricos,12.84,2
2024-04-19,Diego,"Monitor 27""",Pantallas,239.53,1
2024-04-12,Diego,Disco 2TB,Almacenamiento,101.67,3
2024-02-02,Florencia,SSD 512GB,Almacenamiento,82.78,1
2024-04-14,Federico,Webcam,Periféricos,73.97,2
2024-03-23,Carlos,SSD 1TB,Almacenamiento,125.08,1
2024-01-10,Luis,Teclado,Periféricos,56.76,4
2024-03-01,Paula,"Monitor 27""",Pantallas,274.77,4
2024-04-14,Carlos,SSD 512GB,Almacenamiento,78.02,1
2024-06-26,Rocío,Disco 2TB,Almacenamiento,125.71,2
2024-03-16,Agustín,Auriculares,Audio,34.94,2
2024-01-17,Marcos,Cable HDMI,Accesorios,10.71,2
2024-06-11,Daniela,"Monitor 27""",Pantallas,289.94,1
2024-02-07,Camila,Disco 2TB,Almacenamiento,107.97,2
2024-02-28,Paula,Pad Mouse,Periféricos,10.23,1
2024-05-05,Diego,Disco 2TB,Almacenamiento,73.79,1
2024-06-07,Carlos,"Notebook 15""",Computadoras,1058.84,3
2024-03-20,Lucía,Mouse,Periféricos,28.63,3
2024-06-06,Carlos,"Notebook 14""",Computadoras,869.37,2
2024-04-04,Pedro,Disco 2TB,Almacenamiento,99.65,2
2024-06-29,Pedro,Disco 2TB,Almacenamiento,91.45,4
2024-03-02,Agustín,SSD 1TB,Almacenamiento,116.34,4
2024-06-20,Marta,Mouse,Periféricos,24.35,2
2024-02-11,Ana,"Notebook 15""",Computadoras,1066.44,2
2024-05-01,Nicolás,SSD 1TB,Almacenamiento,145.11,2
2024-05-15,Marcos,Teclado,Periféricos,48.29,1
2024-04-22,Pedro,Mouse,Periféricos,22.18,1
2024-01-09,Sofía,Hub USB-C,Accesorios,33.05,1
2024-02-27,Nicolás,Hub USB-C,Accesorios,34.67,2
2024-03-03,Marta,Auriculares,Audio,32.61,2
2024-05-20,Carlos,SSD 1TB,Almacenamiento,133.3,2
2024-05-01,Florencia,Mouse,Periféricos,25.88,1
2024-04-04,Rocío,SSD 512GB,Almacenamiento,87.32,4
2024-06-30,Federico,Auriculares,Audio,29.56,2
2024-01-21,Valentina,Hub USB-C,Accesorios,29.51,2
2024-05-10,Federico,Mouse,Periféricos,27.02,3
2024-06-01,Florencia,"Monitor 27""",Pantallas,268.23,1
2024-06-28,Diego,Pad Mouse,Periféricos,5.24,1
2024-04-07,Federico,Pad Mouse,Periféricos,9.73,3
2024-03-06,Pedro,"Notebook 14""",Computadoras,917.2,4
2024-02-28,Valentina,"Notebook 14""",Computadoras,887.18,1
2024-03-03,Daniela,Webcam,Periféricos,70.17,3
2024-04-26,Carlos,Pad Mouse,Periféricos,9.87,1
2024-03-09,Paula,"Notebook 14""",Computadoras,894.1,4
2024-03-28,Paula,"Notebook 15""",Computadoras,1108.87,2
2024-05-27,Daniela,Mouse,Periféricos,18.0,1
2024-06-25,Camila,"Notebook 14""",Computadoras,867.31,1
2024-04-05,Lucía,Cargador USB-C,Accesorios,30.07,3
2024-06-22,Rocío,"Monitor 24""",Pantallas,203.0,3
2024-03-12,Nicolás,Teclado,Periféricos,47.71,3
2024-05-25,Pedro,"Notebook 15""",Computadoras,1080.37,3
2024-06-27,Ana,Disco 2TB,Almacenamiento,93.91,2
2024-06-06,Agustín,Disco 2TB,Almacenamiento,81.12,3
2024-05-27,Agustín,Cable HDMI,Accesorios,11.2,1
2024-02-24,Agustín,Hub USB-C,Accesorios,34.56,2
2024-05-19,Rocío,Webcam,Periféricos,66.51,3
2024-05-03,Valentina,SSD 512GB,Almacenamiento,79.55,2
2024-05-01,Rocío,"Monitor 24""",Pantallas,204.85,3
2024-04-28,Daniela,SSD 512GB,Almacenamiento,79.97,3
2024-01-15,Sofía,Disco 2TB,Almacenamiento,97.51,1
2024-06-26,Agustín,"Notebook 15""",Computadoras,1013.97,3
2024-03-16,Daniela,"Monitor 27""",Pantallas,247.55,2
2024-01-13,Agustín,Disco 2TB,Almacenamiento,89.45,2
2024-05-13,Marcos,Disco 2TB,Almacenamiento,101.26,3
2024-01-21,Camila,Teclado,Periféricos,51.47,3
2024-06-16,Diego,"Monitor 24""",Pantallas,199.1,2
2024-02-25,Diego,Pad Mouse,Periféricos,12.55,3
2024-01-17,Florencia,Auriculares,Audio,40.22,1
2024-04-08,Nicolás,"Monitor 24""",Pantallas,190.67,1
2024-01-22,Nicolás,"Notebook 15""",Computadoras,1135.43,2
2024-05-19,Carlos,Hub USB-C,Accesorios,38.11,2
2024-06-29,Daniela,Webcam,Periféricos,77.31,3
2024-02-26,Valentina,"Monitor 27""",Pantallas,267.04,2
2024-01-05,Marcos,Webcam,Periféricos,80.38,3
2024-05-17,Paula,Disco 2TB,Almacenamiento,103.24,1
2024-03-15,Carlos,Cable HDMI,Accesorios,15.04,2
2024-03-10,Rocío,Cargador USB-C,Accesorios,28.05,2
2024-06-01,Diego,Disco 2TB,Almacenamiento,86.56,2
2024-02-14,Florencia,Hub USB-C,Accesorios,36.35,1
2024-03-10,Florencia,Parlante BT,Audio,70.97,2
2024-03-24,Camila,Mouse,Periféricos,26.02,4
2024-05-12,Marta,"Monitor 27""",Pantallas,246.26,1
2024-06-14,Camila,Pad Mouse,Periféricos,6.84,1
2024-05-02,Rocío,Parlante BT,Audio,64.94,3
2024-02-23,Diego,Disco 2TB,Almacenamiento,96.45,3
2024-03-09,Agustín,Hub USB-C,Accesorios,43.77,5
2024-02-27,Marta,Auriculares,Audio,31.41,3
2024-02-22,Marta,"Notebook 14""",Computadoras,922.36,3
2024-05-16,Lucía,"Monitor 27""",Pantallas,256.03,3
2024-01-11,Nicolás,SSD 1TB,Almacenamiento,119.66,1
2024-06-03,Federico,Cable HDMI,Accesorios,11.38,2
2024-06-12,Diego,Webcam,Periféricos,60.72,4
2024-06-07,Camila,Auriculares,Audio,45.57,3
2024-05-09,Daniela,Teclado,Periféricos,46.18,3
2024-03-09,Valentina,Hub USB-C,Accesorios,34.61,3
2024-06-12,Carlos,Teclado,Periféricos,55.7,2
2024-03-10,Pedro,SSD 1TB,Almacenamiento,138.66,3
2024-01-26,Valentina,SSD 512GB,Almacenamiento,83.54,2
2024-05-02,Nicolás,"Monitor 24""",Pantallas,205.72,6
2024-03-02,Hernán,Cargador USB-C,Accesorios,26.09,4
2024-04-26,Camila,Cargador USB-C,Accesorios,24.81,1
2024-03-25,Marta,Cable HDMI,Accesorios,13.65,2
2024-02-27,Nicolás,SSD 512GB,Almacenamiento,90.83,3
2024-05-17,Carlos,"Notebook 15""",Computadoras,1165.15,2
2024-03-24,Luis,Teclado,Periféricos,48.02,3
2024-04-11,Ana,SSD 512GB,Almacenamiento,71.69,1
2024-06-14,Marta,Pad Mouse,Periféricos,7.03,4
2024-03-12,Lucía,Pad Mouse,Periféricos,10.57,3
2024-06-12,Florencia,Pad Mouse,Periféricos,11.64,2
2024-06-03,Agustín,Hub USB-C,Accesorios,31.34,3
2024-06-30,Nicolás,"Monitor 27""",Pantallas,276.36,2
2024-02-27,Federico,Pad Mouse,Periféricos,7.26,3
2024-02-06,Sofía,Hub USB-C,Accesorios,37.16,2
2024-05-08,Federico,Auriculares,Audio,39.97,1
2024-04-14,Rocío,"Monitor 24""",Pantallas,206.94,1
2024-02-14,Nicolás,Hub USB-C,Accesorios,32.27,2
2024-02-04,Federico,Auriculares,Audio,44.43,1
2024-05-23,Jorge,"Monitor 24""",Pantallas,189.8,2
2024-03-19,Marcos,Mouse,Periféricos,27.94,2
